City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country
407,Praya,14.9215,-23.5087,70.34,78,0,13.8,CV
408,Oranjestad,12.524,-70.027,78.75,69,20,11.5,AW
409,Luwingu,-10.2621,29.9271,61.68,96,98,4.07,ZM
410,Bassano,50.7834,-112.4685,45.1,74,34,7.72,CA
411,Kroya,-7.6331,109.2461,77.18,86,99,3.62,ID
412,Guanica,17.9716,-66.908,75.43,88,97,1.99,PR
413,San Luis,-33.295,-66.3356,64.4,48,44,11.21,AR
414,San Ramon De La Nueva Oran,-23.1322,-64.326,78.35,92,52,4.38,AR
415,Siguiri,11.6667,-9.5,75.4,12,9,3.18,GN
416,Juquia,-24.3208,-47.6347,78.62,82,80,3.78,BR
417,Hambantota,6.1241,81.1185,72.0,86,63,13.56,LK
418,Viseu,40.661,-7.9097,42.87,71,1,6.98,PT
419,Turayf,31.6725,38.6637,41.94,89,8,7.65,SA
420,Aljezur,37.3191,-8.8033,51.51,88,11,6.71,PT
421,Kikerino,59.4667,29.6333,24.49,97,100,5.44,RU
422,Pangkalanbuun,-2.6833,111.6167,73.58,96,100,2.19,ID
423,Innisfail,-17.5333,146.0333,83.21,84,78,9.01,AU
424,Tezu,27.9167,96.1667,53.33,95,100,2.19,IN
425,Springbok,-29.6643,17.8865,79.84,30,59,3.24,ZA
426,Mongo,12.1844,18.693,68.14,16,3,7.52,TD
427,Valdivia,-39.8142,-73.2459,77.09,38,2,3.2,CL
428,Kargasok,59.0556,80.8572,19.29,92,100,6.42,RU
429,Luangwa,-15.6167,30.4167,70.63,98,89,1.77,ZM
430,Lavrentiya,65.5833,-171.0,-15.07,95,8,9.66,RU
431,Sur,22.5667,59.5289,70.79,52,0,5.99,OM
432,Esna,25.2934,32.554,52.02,51,0,9.86,EG
433,Broken Hill,-31.95,141.4333,73.65,37,2,19.08,AU
434,Atasu,48.6814,71.6433,13.57,66,3,15.08,KZ
435,Sao Filipe,14.8961,-24.4956,72.91,73,0,11.59,CV
436,Semporna,4.4818,118.6112,77.58,85,100,5.03,MY
437,Khajuraho,24.85,79.9333,50.43,59,0,2.89,IN
438,Charters Towers,-20.1,146.2667,77.81,56,1,13.09,AU
439,Santa Rosa,14.3122,121.1114,78.85,70,95,14.88,PH
440,Douglas,41.3,-96.167,51.73,27,0,6.91,US
441,Bereda,43.2686,-7.5406,39.58,98,7,2.89,ES
442,Ilhabela,-23.7781,-45.3581,77.99,91,100,6.2,BR
443,Buraydah,26.326,43.975,51.98,46,0,8.34,SA
444,Malatya,38.5,38.0,19.45,80,0,4.61,TR
445,Tatarskaya Kargala,51.9495,55.1731,21.22,96,98,4.52,RU
446,Cururupu,-1.8283,-44.8683,74.75,95,84,3.36,BR
447,Radford,37.1318,-80.5764,30.87,59,0,1.01,US
448,Makakilo City,21.3469,-158.0858,80.92,60,75,10.36,US
449,Katherine,-14.4667,132.2667,77.32,88,94,4.61,AU
450,Nelson Bay,-32.7167,152.15,73.0,67,84,1.99,AU
451,Altamira,-3.2033,-52.2064,74.37,96,92,2.1,BR
452,Kieta,-6.2167,155.6333,85.15,70,77,8.25,PG
453,Sabha,27.0377,14.4283,53.96,29,0,7.45,LY
454,Dullewala,31.8359,71.4362,53.42,49,61,5.88,PK
455,Rio Tercero,-32.173,-64.1141,66.79,46,69,13.04,AR
456,North Bend,43.4065,-124.2243,59.23,77,0,6.91,US
457,Manta,-0.95,-80.7333,80.38,78,75,4.61,EC
458,Sladkovo,55.5284,70.3385,11.07,78,100,8.77,RU
459,Xingyi,24.1877,102.817,46.51,97,96,5.5,CN
460,Paranga,56.7039,49.4047,22.01,98,100,3.83,RU
461,Shurugwi,-19.6702,30.0059,57.52,90,46,9.46,ZW
462,Zenzeli,45.9241,47.0474,30.31,70,99,16.37,RU
463,West Odessa,31.8424,-102.4988,50.72,23,0,12.66,US
464,Atchison,39.563,-95.1216,46.63,70,2,18.41,US
465,Aguazul,5.1728,-72.5471,83.3,54,91,3.78,CO
466,Pilar,-9.5972,-35.9567,75.13,69,98,7.02,BR
467,Dalbandin,28.8947,64.4101,56.8,45,2,5.14,PK
468,Port Macquarie,-31.4333,152.9167,68.9,70,97,15.68,AU
469,Salina Cruz,16.1667,-95.2,73.02,51,3,30.22,MX
470,Eston,51.1501,-108.7514,33.69,85,100,15.64,CA
471,Ipixuna,-1.7625,-48.8043,80.55,97,100,4.45,BR
472,Telford,52.6766,-2.4493,48.51,78,75,26.46,GB
473,Loiza,18.4313,-65.8802,74.86,94,100,6.91,PR
474,Clyde River,70.4692,-68.5914,-28.97,68,100,2.3,CA
475,Buta,2.7858,24.73,69.64,39,87,1.86,CD
476,La Union,-5.4,-80.75,81.01,49,6,19.64,PE
477,Kizema,61.113,44.8302,2.55,98,72,4.29,RU
478,Plouzane,48.3833,-4.6167,50.32,90,75,14.97,FR
479,Pringsewu,-5.3582,104.9744,72.39,97,100,1.7,ID
480,Aksarka,66.5606,67.7975,-20.83,100,67,2.89,RU
481,Naifaru,5.4444,73.3657,80.85,66,36,7.72,MV
482,Tigil,57.8,158.6667,13.17,81,54,6.89,RU
483,Shellbrook,53.2168,-106.4011,-2.97,93,100,1.19,CA
484,Honningsvag,70.9821,25.9704,30.22,70,64,30.44,NO
485,Beringovskiy,63.05,179.3167,-9.09,92,60,13.87,RU
486,Atbasar,51.8,68.3333,5.25,82,93,10.16,KZ
487,Moindou,-21.6924,165.677,80.55,78,63,8.5,NC
488,Lazaro Cardenas,17.9583,-102.2,80.58,59,0,9.28,MX
489,Kamyshevatskaya,46.4132,37.9563,34.75,99,93,12.15,RU
490,Mudgee,-32.5943,149.5871,64.78,88,40,10.36,AU
491,Kruisfontein,-34.0033,24.7314,67.89,79,61,14.58,ZA
492,Hervey Bay,-25.2986,152.8535,78.04,80,82,13.0,AU
493,Nouadhibou,20.931,-17.0347,64.38,94,0,14.97,MR
494,Tomatlan,19.9333,-105.25,82.22,46,51,5.91,MX
495,Beian,63.6559,9.5683,36.01,64,40,17.27,NO
496,Namatanai,-3.6667,152.4333,84.45,66,70,10.2,PG
497,Shitanjing,39.2342,106.3439,14.09,37,100,3.83,CN
498,Changli,39.7042,119.1506,18.19,54,0,6.98,CN
499,Ramapuram,13.1167,79.2,68.88,96,88,1.63,IN
500,Osakarovka,50.565,72.5692,7.48,63,6,10.54,KZ
501,Aksu,41.1231,80.2644,22.55,68,82,6.02,CN
502,Piacenza,45.0468,9.6994,42.87,89,0,2.53,IT
503,Mali,12.079,-12.2982,67.32,13,0,2.57,GN
504,Sosva,59.1766,61.8558,17.22,97,100,5.46,RU
505,Sao Jose Da Coroa Grande,-8.8978,-35.1478,78.85,71,69,10.16,BR
506,Sakakah,29.9697,40.2064,45.97,69,30,7.67,SA
507,Kurilsk,45.2333,147.8833,22.23,86,100,16.51,RU
508,Okaihau,-35.3167,173.7833,75.52,94,99,6.2,NZ
509,Canto Do Buriti,-8.11,-42.9444,77.09,66,27,2.1,BR
510,Itarema,-2.9248,-39.9167,79.14,79,15,10.58,BR
511,Marathon,44.9,-89.7668,18.28,62,40,1.01,US
512,Tual,-5.6667,132.75,83.39,74,96,8.63,ID
513,Alghero,40.5589,8.3181,50.99,87,0,3.44,IT
514,Storslett,69.7678,21.0247,23.34,81,83,17.54,NO
515,Pizarro,4.9533,-77.366,77.83,84,79,1.21,CO
516,Coquimbo,-29.9533,-71.3436,64.13,82,40,11.5,CL
517,Kawalu,-7.3817,108.2082,72.5,95,95,2.55,ID
518,Kharan,28.5833,65.4167,57.47,23,0,5.39,PK
519,Flinders,-34.5833,150.8552,71.2,73,79,11.01,AU
520,Jieshou,33.2634,115.3611,32.09,42,83,6.08,CN
521,Puerto Leguizamo,-0.1934,-74.7819,76.17,94,72,1.14,CO
522,Harrisburg,40.2737,-76.8844,26.1,61,83,8.01,US
523,Abonnema,4.7084,6.7931,79.14,80,4,6.08,NG
524,Peabiru,-23.9128,-52.3431,69.37,96,100,2.66,BR
525,Golspie,57.9727,-3.978,37.54,87,70,20.92,GB
526,Bundaberg,-24.85,152.35,79.21,62,23,5.99,AU
527,Lucera,41.5082,15.3351,40.82,91,63,4.61,IT
528,Dryden,49.7833,-92.7503,9.73,94,100,4.65,CA
529,Mecca,21.4267,39.8261,61.45,46,2,7.83,SA
530,Cayenne,4.9333,-52.3333,80.1,84,56,4.0,GF
531,Jablah,35.3614,35.9256,46.69,87,40,5.75,SY
532,Berlevag,70.8578,29.0864,24.44,82,55,25.81,NO
533,Melo,-32.3667,-54.1833,75.42,49,34,12.19,UY
534,Praia Da Vitoria,38.7333,-27.0667,57.76,94,40,15.84,PT
535,Krosno Odrzanskie,52.0549,15.0988,40.77,72,100,15.01,PL
536,Vanavara,60.34,102.2797,16.0,92,100,10.33,RU
537,Shiyan,32.6475,110.7781,34.23,57,100,4.29,CN
538,Gorontalo,0.5412,123.0595,75.34,92,87,3.49,ID
539,Rio Grande,-32.035,-52.0986,74.95,80,33,6.69,BR
540,Terrace Bay,48.7834,-87.1,11.82,91,100,15.61,CA
541,Arica,-18.475,-70.3042,72.95,64,0,5.75,CL
542,Durres,41.3231,19.4414,44.78,71,100,5.91,AL
543,Vryburg,-26.9566,24.7284,66.42,72,2,6.58,ZA
544,Gela,37.0803,14.2307,55.09,80,100,4.41,IT
545,Kedrovyy,56.1667,91.8167,21.87,85,99,7.16,RU
546,Alekseyevskaya,50.2896,42.1845,-1.43,100,42,4.72,RU
547,Grenfell,-33.9,148.1667,66.9,51,2,16.26,AU
548,Codrington,-38.2667,141.9667,68.74,53,61,11.63,AU
549,Alice Springs,-23.7,133.8833,69.35,60,0,0.0,AU
550,Taltal,-25.4,-70.4833,69.64,69,23,4.56,CL
551,Benguela,-12.5763,13.4055,76.14,70,100,4.12,AO
552,Nazareno,25.3833,-103.4167,57.51,29,7,7.18,MX
553,Kavaratti,10.5669,72.642,77.97,63,14,8.34,IN
554,Phrae,18.0833,100.0,68.68,90,97,2.66,TH
555,Sioux Lookout,50.1001,-91.917,8.98,78,100,5.75,CA
556,Carballo,43.213,-8.691,47.86,87,3,3.58,ES
557,Mwingi,-0.9344,38.0601,69.1,62,100,2.44,KE
558,Minab,27.1467,57.0801,64.72,82,1,0.0,IR
559,Sailana,23.4667,74.9167,55.63,30,1,5.86,IN
560,Liku,-0.7275,119.8922,76.66,89,100,3.15,ID
561,Rameswaram,9.2833,79.3,79.21,74,97,18.28,IN
562,Maragogi,-9.0122,-35.2225,79.02,68,74,9.98,BR
563,Chak Azam Sahu,30.75,73.0333,48.42,68,86,6.69,PK
564,Bahia De Caraquez,-0.6,-80.4167,80.78,81,68,8.72,EC
565,Kalmunai,7.4167,81.8167,73.81,78,83,6.06,LK
566,Ler,8.3018,30.1418,74.64,17,72,9.24,SS
567,Kemi,65.8596,24.8228,26.37,86,100,13.8,FI
568,Ravar,31.2656,56.8055,45.68,49,0,0.2,IR
569,Flin Flon,54.7682,-101.865,-2.36,65,75,5.75,CA
570,Araouane,18.9048,-3.5265,65.5,11,60,9.08,ML
571,Cairns,-16.9167,145.7667,83.07,77,40,11.5,AU
572,Saint-Georges,12.0564,-61.7485,78.48,78,20,12.66,GD
573,Talladega,33.4359,-86.1058,43.99,33,0,6.91,US
574,Kathu,7.9178,98.3332,80.42,78,78,19.86,TH
575,Yuzhno-Kurilsk,44.0306,145.8556,23.02,76,100,19.82,RU
576,Santa Vitoria Do Palmar,-33.5189,-53.3681,67.6,90,37,8.34,BR
577,Port Hedland,-20.3167,118.5667,86.05,79,74,9.22,AU
578,Aguimes,27.9054,-15.4461,65.03,32,0,11.5,ES
579,Magrath,49.4167,-112.8686,44.74,55,97,6.71,CA
580,Nakonde,-9.3421,32.745,59.14,96,100,3.09,ZM
581,Atlantic City,39.3643,-74.4229,28.98,54,0,11.5,US
582,Senno,59.5336,33.9167,18.27,94,100,9.46,RU
583,Sabang,5.8933,95.3214,81.0,75,96,12.48,ID
584,Ocos,14.5094,-92.1933,86.9,60,3,8.39,GT
585,Thongwa,16.7619,96.5278,75.36,86,34,5.75,MM
586,Henties Bay,-22.116,14.2845,66.85,81,30,2.89,NA
587,Sao Geraldo Do Araguaia,-6.4006,-48.555,75.13,95,100,1.81,BR
588,Marsh Harbour,26.5412,-77.0636,73.72,61,0,7.4,BS
589,Acarau,-2.8856,-40.12,79.09,80,20,11.21,BR
590,Vero Beach,27.6386,-80.3973,68.0,84,100,4.0,US
591,Oktyabrskoye,43.0645,44.7417,15.35,92,41,4.47,RU
592,Almaty,43.25,76.95,15.71,93,20,4.47,KZ
593,Conde,-7.2597,-34.9075,78.26,78,20,5.75,BR
594,Namibe,-15.1961,12.1522,73.27,65,100,10.16,AO
595,Jasper,37.2001,-94.3502,41.34,42,0,12.66,US
596,Am Timan,11.0297,20.2827,73.72,19,100,7.38,TD
597,Chilca,-12.5211,-76.7372,72.09,84,33,6.78,PE
598,Oranjemund,-28.55,16.4333,66.61,81,66,4.47,NA
599,Praia,14.9215,-23.5087,70.34,78,0,13.8,CV
600,Chapais,49.7834,-74.8492,-4.22,95,95,4.25,CA
601,Milkovo,54.7167,158.6167,15.82,95,100,4.7,RU
602,Fonte Boa,-2.4959,-66.2662,74.25,95,100,1.03,BR
603,Korla,41.7597,86.1469,22.6,42,68,9.08,CN
604,Gao,16.6362,1.637,63.3,13,0,11.81,ML
605,Saint-Joseph,-21.3667,55.6167,79.18,81,100,12.68,RE
606,Lambarene,-0.7001,10.2406,75.36,93,11,5.5,GA
607,Sakaiminato,35.55,133.2333,33.78,80,75,13.8,JP
608,Trinidad,-14.8333,-64.9,85.98,74,75,2.3,BO
609,Eregli,37.5133,34.0467,24.06,68,4,3.87,TR
610,Lincoln,40.8,-96.667,55.31,22,0,8.05,US
611,Rocha,-34.4833,-54.3333,65.21,79,28,8.7,UY
612,Porto Novo,6.4965,2.6036,82.22,86,0,6.51,BJ
613,Mubende,0.5606,31.39,62.37,89,100,1.16,UG
614,Lugovoy,42.9472,72.7644,32.63,45,100,5.77,KZ
615,Sola,-13.8833,167.55,82.0,79,96,18.97,VU
616,Newport,51.5877,-2.9984,50.86,89,100,8.01,GB
617,Ishigaki,24.3448,124.1572,60.93,82,75,19.57,JP
618,Fairbanks,64.8378,-147.7164,14.22,78,100,0.0,US
619,Hohoe,7.1518,0.4736,76.28,50,1,4.25,GH
620,Tevaitoa,-16.7833,-151.5,81.34,73,6,19.8,PF
621,San Ramon,37.7799,-121.978,66.43,42,0,3.0,US
622,Tagcatong,9.0022,125.2569,75.6,82,63,6.22,PH
623,Sampit,-2.5333,112.95,73.62,99,100,1.66,ID
624,Ambilobe,-13.2,49.05,72.7,96,89,3.87,MG
625,Lake Havasu City,34.4839,-114.3224,69.1,10,0,11.01,US
626,Elat,29.5581,34.9482,53.44,50,20,4.61,IL
627,Bani,18.2833,-70.3333,74.64,68,1,13.0,DO
628,Manaure,11.7751,-72.4445,78.78,72,47,19.06,CO
629,Deputatskiy,69.3,139.9,-29.36,97,95,2.86,RU
630,Uray,60.1247,64.7758,17.2,97,100,6.17,RU
631,Kysucke Nove Mesto,49.3,18.7833,36.32,88,66,1.14,SK
632,Kokopo,-4.352,152.2633,82.51,64,90,4.52,PG
633,Ayagoz,47.9714,80.4392,-3.41,84,1,7.36,KZ
634,Aranos,-24.1333,19.1167,79.75,40,69,10.47,NA
635,Tazovskiy,67.4667,78.7,-15.54,100,85,6.96,RU
636,Santa Maria,-29.6842,-53.8069,78.67,60,96,1.72,BR
637,Katsuura,35.1333,140.3,37.51,47,6,14.72,JP
638,Baoning,25.3378,110.026,40.86,93,100,4.47,CN
639,Grand Gaube,-20.0064,57.6608,79.38,77,100,8.99,MU
640,Sembabule,-0.0772,31.4567,63.9,83,100,1.14,UG
641,Roma,43.2128,-75.4557,13.86,74,0,6.91,US
642,Santarem,-2.4431,-54.7083,77.13,100,40,1.14,BR
643,Berdigestyakh,62.0989,126.6992,-20.33,100,99,1.52,RU
644,Wamba,8.9333,8.6,71.65,21,1,4.5,NG
645,Cowansville,45.2001,-72.7491,5.38,68,99,4.61,CA
646,Kyra,49.5776,111.9753,-4.72,94,25,3.71,RU
647,Terrace,54.5163,-128.6035,42.71,75,100,18.41,CA
648,Russell,32.3502,-85.1999,47.8,45,0,4.88,US
649,Matamoros,25.5333,-103.25,59.11,33,40,5.75,MX
650,Teluk Nibung,3.001,99.8164,74.98,92,100,5.41,ID
651,Mundo Nuevo,18.7,-95.5,61.83,74,96,19.64,MX
652,Menongue,-14.6585,17.691,60.04,97,100,3.22,AO
653,Kailaras,26.3167,77.6167,49.69,66,0,3.27,IN
654,Keene,42.9337,-72.2781,18.91,68,0,4.61,US
655,La Mirada,33.9172,-118.012,77.67,14,0,3.44,US
656,Novikovo,51.1537,37.8879,16.72,96,100,7.49,RU
657,Phatthalung,7.5,100.0833,73.35,85,96,10.54,TH
658,Launceston,-41.45,147.1667,68.14,59,40,1.99,AU
659,Samarinda,-0.5,117.15,74.19,95,100,2.19,ID
660,Puerto Carreno,6.189,-67.4859,89.44,40,68,3.76,CO
661,Birao,10.2849,22.7882,70.93,16,87,11.43,CF
662,Puerto Montt,-41.4698,-72.9447,63.43,67,0,12.66,CL
663,Surgut,61.25,73.4167,15.98,85,100,11.01,RU
664,Ibotirama,-12.1853,-43.2206,76.01,74,98,4.79,BR
665,Martapura,-3.4167,114.85,75.29,100,40,2.3,ID
666,Klaksvik,62.2266,-6.589,32.92,83,82,18.25,FO
667,Solton,52.8429,86.4787,-3.86,100,97,2.01,RU
668,Tessalit,20.1986,1.0114,62.44,15,0,11.03,ML
669,Ous,60.9058,61.5186,8.82,98,98,5.5,RU
670,Gaozhou,21.9392,110.8461,56.41,75,97,3.67,CN
671,Inuvik,68.3499,-133.7218,-33.74,71,20,0.0,CA
672,Lucea,18.451,-78.1736,78.66,63,24,13.02,JM
673,Snezhnogorsk,69.1933,33.2531,17.38,84,100,18.7,RU
674,Edson,53.5835,-116.4356,41.14,42,75,24.16,CA
675,Kapoeta,4.7717,33.5903,82.2,30,92,6.4,SS
676,Batagay,67.6333,134.6333,-40.81,98,100,1.5,RU
677,Biak,-0.9131,122.8766,77.2,81,100,1.41,ID
678,Lahij,13.1667,44.5833,71.65,64,66,2.57,YE
679,Tateyama,34.9833,139.8667,41.27,47,16,13.67,JP
680,Napanee,44.2501,-76.9494,10.85,87,22,2.77,CA
681,Kuloy,61.0305,42.4925,4.64,97,64,4.41,RU
682,Luena,-11.7833,19.9167,59.63,93,100,4.52,AO
683,Curaca,-8.9903,-39.9094,86.74,33,100,7.63,BR
